Timestamp,total-bitcoins
2020-11-26 02:53:00,18554381.25
2020-11-26 18:46:48,18555050
2020-11-27 12:54:17,18555718.75
2020-11-28 04:28:28,18556381.25
2020-11-28 21:01:33,18557043.75
2020-11-29 13:09:57,18557718.75
2020-11-30 09:45:06,18558381.25
2020-12-01 04:00:41,18559043.75
2020-12-02 00:03:47,18559706.25
2020-12-02 19:15:09,18560375
2020-12-03 11:25:01,18561037.5
2020-12-04 04:40:21,18561700
2020-12-04 21:43:08,18562362.5
2020-12-05 16:24:16,18563031.25
2020-12-06 12:09:37,18563693.75
2020-12-07 03:54:00,18564356.25
2020-12-07 20:37:19,18565018.75
2020-12-08 15:13:43,18565693.75
